Smry_Ctgry,State,Srvc_Ctgry,Prvdr_ID,Prvdr_Name,Prvdr_City,Prvdr_ZIP,Bene_Dstnct_Cnt,Tot_Epsd_Stay_Cnt,Tot_Srvc_Days,Bene_LE_7_Srvc_Days_Pct,Bene_LE_30_Srvc_Days_Pct,Bene_GE_60_Srvc_Days_Pct,Bene_GE_180_Srvc_Days_Pct,Tot_Chrg_Amt,Tot_Mdcr_Stdzd_Pymt_Amt,Tot_Mdcr_Pymt_Amt,Tot_Outlier_Pymt_Amt,Tot_Alowd_Amt,Tot_Coinsrnc_Amt,Bene_MA_Pct,Bene_Dual_Pct,Bene_Rrl_Pct,Bene_Avg_Age,Bene_Male_Pct,Bene_Feml_Pct,Bene_Race_Wht_Pct,Bene_Race_Black_Pct,Bene_Race_API_Pct,Bene_Race_Hspnc_Pct,Bene_Race_Natind_Pct,Bene_Race_Othr_Pct,Bene_Avg_Risk_Scre,Bene_Avg_CC_Cnt,Bene_CC_AF_Pct,Bene_CC_Alzhmr_Pct,Bene_CC_Asthma_Pct,Bene_CC_Cncr_Pct,Bene_CC_CHF_Pct,Bene_CC_CKD_Pct,Bene_CC_COPD_Pct,Bene_CC_Dprssn_Pct,Bene_CC_Dbts_Pct,Bene_CC_Hyplpdma_Pct,Bene_CC_Hyprtnsn_Pct,Bene_CC_IHD_Pct,Bene_CC_Opo_Pct,Bene_CC_RAOA_Pct,Bene_CC_Sz_Pct,Bene_CC_Strok_Pct,Bene_Prmry_Dx_Cncr_Pct,Bene_Prmry_Dx_COPD_Pct,Bene_Prmry_Dx_Rsprtryfailr_Pct,Bene_Prmry_Dx_Dmnt_Pct,Bene_Prmry_Dx_Strok_Pct,Bene_Prmry_Dx_CHF_Pct,Bene_Prmry_Dx_Hyprtnsn_Pct,Bene_Prmry_Dx_Othrcrdvsclr_Pct,Bene_Prmry_Dx_Infctn_Pct,Bene_Prmry_Dx_Ortho_Pct,Bene_Prmry_Dx_Injury_Pct,Bene_Prmry_Dx_Mtr_Nrl_Pct,Bene_Prmry_Dx_Dbts_Pct,Bene_Prmry_Dx_Skn_Pct,Bene_Prmry_Dx_Aftrcre_Pct,Nrsng_Visits_Cnt,PT_Visits_Cnt,OT_Visits_Cnt,SLP_Visits_Cnt,MSW_Visits_Cnt,Aide_Visits_Cnt,Physn_Visits_Cnt,Tot_Nrsng_Mnts,Tot_PT_Mnts,Tot_OT_Mnts,Tot_SLP_Mnts,Tot_MSW_Mnts,Tot_Aide_Mnts,Nrsng_Mnts_Avg_7_Day_Prior_Death,MSW_Mnts_Avg_7_Day_Prior_Death,Aide_Mnts_Avg_7_Day_Prior_Death,Tot_Asmt_Cnt,Asmt_10_Mnts_RV_Thrshld_Pct,Asmt_10_Mnts_RU_Thrshld_Pct,Srvc_Site_Days_Home_Pct,Srvc_Site_Days_Astd_Lvg_Fac_Pct,Srvc_Site_Days_LTCF_Pct,Srvc_Site_Days_SNF_Pct,Srvc_Site_Days_IP_Pct,Srvc_Site_Days_IP_Hospc_Pct,Dschrg_Cmnty_Slfcr_Pct,Dschrg_IP_Pct,Dschrg_HH_Pct,Dschrg_SNF_Pct,Dschrg_IRF_Pct,Dschrg_Hospc_Pct,Dschrg_Death_Pct,Dschrg_Unk_Pct,Dschrg_Hospc_Lv_Pct,Hospc_RHC_Days_Pct,Tot_HH_LUPA_Epsds_Cnt,HHRG_Low_Thrpy_Erly_Epsd_Day_Pct,HHRG_Mdm_Thrpy_Erly_Epsd_Day_Pct,HHRG_Low_Thrpy_Lte_Epsd_Day_Pct,HHRG_Mdm_Thrpy_Lte_Epsd_Day_Pct,HHRG_High_Thrpy_Epsd_Day_Pct,RUG_AAA_Days_Pct,RUG_Rehab_Days_Pct,RUG_Very_High_Rehab_Days_Pct,RUG_Ultra_High_Rehab_Days_Pct,RUG_Clncl_Cmplx_Days_Pct,RUG_Rdcd_Phys_Fnctng_Days_Pct,RUG_Spcl_High_Care_Days_Pct,RUG_Bhvrl_Smptm_Days_Pct,RUG_Extnsv_Srvc_Days_Pct,CMG_Strok_Days_Pct,CMG_Injury_Trma_Days_Pct,CMG_Ortho_Days_Pct,CMG_Arthrts_Days_Pct,CMG_Crdvsclr_Plmnry_Days_Pct,CMG_Nrlgcl_Days_Pct,CMG_Othr_Days_Pct
PROVIDER,MI,HH,237015,MIDMICHIGAN HOME CARE,MIDLAND,48640,1581,2267,92544,0.04,0.28,0.22,0.04,7451738.21,6092315.71,5379412.58,62695.45,NA,NA,*,0.25,0.55,76,0.43,0.57,0.97,*,*,*,*,*,2.2,6.2,0.26,0.25,0.13,0.17,0.52,0.48,0.38,0.43,0.45,0.66,**,0.64,0.15,0.59,0.1,0.12,0.04,0.05,*,0.01,0.03,0.08,0.01,0.04,0.06,0.05,0.09,0.01,0.03,0.03,0.37,17013,9719,2594,543,760,4685,NA,948495,572685,144360,34455,46530,273105,NA,NA,NA,NA,NA,NA,0.99,0.01,NA,NA,NA,NA,0.56,0.05,NA,NA,NA,0.03,0.01,0.03,NA,NA,283,0.73,0.04,0.18,0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237016,MICHIGAN COMMUNITY VNA,BINGHAM FARMS,48025,992,1499,58500,0.05,0.36,0.25,0.04,3184057.11,3876100.52,3655746.28,108.36,NA,NA,0,0.25,0.03,76,0.37,0.63,0.68,0.28,*,0.02,*,*,2.5,6.3,0.19,0.41,0.16,0.15,0.51,0.47,0.38,0.4,0.49,0.61,**,0.64,0.13,0.65,0.1,0.15,0.02,0.04,0,0.03,0.02,0.06,0.05,0.05,0.05,0.05,0.05,0.03,0.05,0.04,0.35,6338,7166,1817,113,130,581,NA,320205,342195,88320,5250,7905,37530,NA,NA,NA,NA,NA,NA,0.95,0.05,NA,NA,NA,NA,0.57,0.01,NA,NA,NA,*,*,0.03,NA,NA,281,0.59,0.13,0.14,0.01,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237018,CHIPPEWA COUNTY HEALTH DEPT,SAULT SAINTE MARIE,49783,420,620,24548,0.05,0.31,0.19,0.06,1869781.26,1655299.34,1457355.36,1053,NA,NA,0,0.19,0.97,77,0.42,0.58,0.88,0,*,0,0.12,*,2.1,5.8,0.22,0.28,0.14,0.18,0.49,0.41,0.37,0.36,0.42,0.64,**,0.65,0.13,0.55,0.08,0.09,0.05,*,*,*,*,0.04,0,0.05,0.08,0.08,0.06,0.03,0.06,0.05,0.38,3886,2535,1221,50,94,1333,NA,204180,108810,51390,2160,7035,80550,NA,NA,NA,NA,NA,NA,0.93,0.07,NA,NA,NA,NA,0.54,0.05,NA,NA,NA,0.02,*,0.02,NA,NA,92,0.43,0.17,0.3,0.01,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237023,"ST JOSEPH MERCY HOME CARE, LIVINGSTON",HOWELL,48843,539,680,23440,0.05,0.43,0.14,*,1741024.32,1851170.99,1737624.82,19.1,NA,NA,0,0.11,0.02,78,0.35,0.65,0.98,*,*,*,*,*,2.1,6.1,0.29,0.3,0.11,0.17,0.5,0.55,0.35,0.4,0.42,0.66,**,0.6,0.13,0.56,0.06,0.12,0.03,0.05,*,*,0.02,0.13,0.03,0.07,0.07,*,0.1,0.02,0.04,*,0.34,4024,3666,773,167,275,440,NA,248160,199830,38565,9615,19380,29550,NA,NA,NA,NA,NA,NA,0.96,0.04,NA,NA,NA,NA,0.69,*,NA,NA,NA,0.02,*,0.03,NA,NA,92,0.71,0.12,0.08,0,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237025,MUNSON HOME CARE,TRAVERSE CITY,49686,2567,3596,145392,0.04,0.39,0.2,0.04,8922860.72,9384003.73,8243018.44,26305.25,NA,NA,*,0.22,0.96,76,0.45,0.55,0.98,*,*,*,0.01,0,1.9,5.6,0.23,0.23,0.11,0.16,0.4,0.46,0.31,0.41,0.41,0.63,**,0.52,0.15,0.59,0.08,0.11,0.02,0.03,*,0.01,0.03,0.07,0.04,0.07,0.07,0.04,0.09,0.03,0.03,0.03,0.33,27218,10196,4004,865,1128,6590,NA,1447320,539340,199635,50070,83295,394710,NA,NA,NA,NA,NA,NA,0.96,0.04,NA,NA,NA,NA,0.6,0.03,NA,NA,NA,0.03,0.01,0.03,NA,NA,338,0.79,0.02,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237028,LIFESPAN VISITING NURSE SERVICE,BATTLE CREEK,49017,947,1306,46754,0.03,0.42,0.18,0.03,4506939.97,3514226.48,3418920.92,4422.2,NA,NA,*,0.27,0.12,75,0.36,0.64,0.87,0.1,*,0.01,*,*,2.3,5.9,0.18,0.25,0.12,0.17,0.51,0.47,0.41,0.38,0.46,0.59,**,0.54,0.14,0.55,0.09,0.12,0.02,0.05,*,*,0.02,0.09,*,0.08,0.08,0.02,0.08,0.01,0.03,0.03,0.38,9020,6112,2098,37,94,277,NA,476205,340710,105630,2160,6645,17775,NA,NA,NA,NA,NA,NA,0.97,0.03,NA,NA,NA,NA,0.67,0,NA,NA,NA,0,0,0.03,NA,NA,136,0.75,0.08,0.12,0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237035,COMMUNITY HOME CARE SERVICES,WHITE CLOUD,49349,249,631,33651,*,0.1,0.57,0.27,1514773.94,1941395.26,1757743.7,408.99,NA,NA,0,0.32,0.63,78,0.4,0.6,0.94,*,0,*,*,0,1.8,5.6,0.16,0.24,0.1,0.13,0.41,0.41,0.32,0.38,0.43,0.63,**,0.47,0.14,**,0.08,0.07,*,0.07,0,*,0.05,*,*,*,0.08,0.1,0.1,*,0.06,*,0.27,4614,4746,314,22,27,1368,NA,237255,146940,18240,1365,1575,87765,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.21,0.05,NA,NA,NA,*,*,0.02,NA,NA,31,0.12,0.12,0.36,0.13,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237036,MCLAREN VISITING NURSE & HOSPICE,MOUNT PLEASANT,48858,269,342,10543,0.07,0.57,0.12,*,666660.51,832727.79,732866.99,996.56,NA,NA,0,0.28,0.97,75,0.41,0.59,0.96,*,0,*,*,*,1.9,6.3,0.23,0.28,0.13,0.16,0.55,0.4,0.34,0.42,0.46,0.72,**,0.65,0.13,0.68,0.1,0.16,*,0.05,0,0,*,0.08,*,0.04,0.06,*,0.05,*,*,*,0.47,2042,1221,411,39,42,541,NA,98970,56700,20535,2520,2715,31620,NA,NA,NA,NA,NA,NA,0.96,0.04,NA,NA,NA,NA,0.63,0.12,NA,NA,NA,*,*,*,NA,NA,46,0.83,0.04,0.05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237041,DISTRICT HEALTH DEPARTMENT #4,ALPENA,49707,140,195,8198,*,0.26,0.2,*,356268.87,437350.56,385361.14,0,NA,NA,0,0.42,0.99,75,0.41,0.59,0.96,0,0,*,*,*,2.5,6.4,0.31,0.25,0.11,0.17,0.57,0.54,0.4,0.41,0.58,0.73,**,0.61,0.1,0.63,0.09,*,*,*,0,*,*,*,*,*,*,*,*,*,*,*,0.21,1404,436,*,23,0,311,NA,102420,19425,270,1170,0,20565,NA,NA,NA,NA,NA,NA,0.99,0.01,NA,NA,NA,NA,0.71,0,NA,NA,NA,0,0,*,NA,NA,33,0.76,0,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237042,NORTHWEST MICHIGAN COMMUNITY HEALTH AGENCY,CHARLEVOIX,49720,246,353,14350,*,0.36,0.23,*,1064959.04,1113181.3,979509.27,1357.5,NA,NA,0,0.13,0.93,81,0.39,0.61,0.99,0,0,0,*,*,1.7,5.3,0.25,0.29,0.06,0.09,0.4,0.39,0.22,0.33,0.37,0.54,**,0.5,0.2,0.6,0.08,0.11,*,*,0,*,*,*,*,*,*,0.08,0.09,*,*,0.06,0.47,1610,2874,491,19,72,1206,NA,92550,126240,17310,1050,5220,73110,NA,NA,NA,NA,NA,NA,0.89,0.11,NA,NA,NA,NA,0.59,0.04,NA,NA,NA,0.04,0,*,NA,NA,30,0.4,0.19,0.17,0.01,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237051,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,COLDWATER,49036,256,385,15146,*,0.36,0.24,0.05,821879.19,840172.26,741063.86,8316.09,NA,NA,0,0.28,0.97,75,0.45,0.55,0.99,*,0,*,0,0,2.2,5.8,0.2,0.29,0.13,0.25,0.46,0.46,0.41,0.38,0.46,0.52,**,0.55,0.11,0.49,0.06,0.13,0.08,0.08,0,*,*,0.07,*,0.08,0.12,0.04,0.05,*,*,*,0.23,3359,929,380,21,50,810,NA,161310,49380,20415,1155,2550,50940,NA,NA,NA,NA,NA,NA,0.99,0.01,NA,NA,NA,NA,0.51,0.07,NA,NA,NA,0,*,0.05,NA,NA,54,0.69,0.05,0.16,0,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237052,DISTRICT HEALTH DEPT NO 2,WEST BRANCH,48661,148,318,16542,*,0.16,0.43,0.18,715677.65,722781.51,635205.85,242.99,NA,NA,0,0.25,0.99,76,0.36,0.64,0.99,0,0,*,0,*,1.8,5.8,0.24,0.23,0.09,0.16,0.44,0.4,0.37,0.36,0.45,0.68,**,0.66,0.13,0.59,0.09,0.1,*,*,0,*,*,*,*,0.1,*,0.07,*,0.2,0.1,*,0,2968,1100,0,0,0,785,NA,142890,61410,0,0,0,48045,NA,NA,NA,NA,NA,NA,0.95,0.05,NA,NA,NA,NA,0.33,0,NA,NA,NA,0,0,0.04,NA,NA,12,0.36,0.1,0.51,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237059,VNA HOME HEALTH CARE,PORT HURON,48060,472,709,28687,0.03,0.37,0.24,0.05,1821242.25,1959273.72,1836722.33,3180.98,NA,NA,*,0.22,0.02,76,0.36,0.64,0.94,0.03,*,0.03,0,*,2.3,6.4,0.27,0.31,0.17,0.17,0.46,0.43,0.44,0.4,0.46,0.65,**,0.74,0.11,0.67,0.09,0.18,0.05,0.07,0,*,0.05,0.07,0.03,0.06,0.1,0.05,0.11,0.05,0.03,0.04,0.18,5876,2777,848,136,93,2129,NA,259365,134715,38985,6780,5010,92175,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.52,0.05,NA,NA,NA,0.03,0.02,*,NA,NA,47,0.66,0.07,0.21,0.03,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237064,METRO HOME HEALTH CARE NETWORK,BINGHAM FARMS,48025,199,261,10051,*,0.28,0.2,*,843419.93,751654.96,690746.33,3335.1,NA,NA,0,0.22,0.01,75,0.37,0.63,0.85,0.14,*,*,0,*,2.7,6.6,0.2,0.36,0.2,0.09,0.51,0.44,0.36,0.43,0.53,0.64,**,0.72,0.09,**,0.15,0.19,*,*,0,*,*,*,0.08,0.07,0.06,0.08,0.07,*,0.06,*,0.25,1608,1495,414,34,36,420,NA,84135,78375,23715,1530,2085,36465,NA,NA,NA,NA,NA,NA,0.97,0.03,NA,NA,NA,NA,0.64,0.07,NA,NA,NA,0,0,*,NA,NA,33,0.61,0.13,0.16,0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237069,"ST JOSEPH MERCY HOME CARE, ANN ARBOR",YPSILANTI,48197,1123,1370,48160,0.05,0.39,0.13,0.01,3859217.2,3707832.05,3579717.47,9323.81,NA,NA,*,0.17,0.04,77,0.34,0.66,0.82,0.14,0.01,0.02,*,*,2.1,5.8,0.25,0.26,0.14,0.2,0.43,0.56,0.28,0.44,0.43,0.62,**,0.5,0.11,0.53,0.06,0.14,0.02,0.03,0,*,0.03,0.1,0.02,0.07,0.06,0.02,0.06,0.02,0.07,0.02,0.39,8055,6922,1920,367,382,1085,NA,484845,416205,97785,20445,26370,70200,NA,NA,NA,NA,NA,NA,0.99,0.01,NA,NA,NA,NA,0.68,0.03,NA,NA,NA,0.02,*,0.06,NA,NA,179,0.85,0.05,0.04,0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237073,REVERENCE HOME HEALTH AND HOSPICE,GRAND BLANC,48439,1074,1393,49122,0.08,0.41,0.16,0.02,2827252.06,3366644.69,3543621.13,9765.23,NA,NA,0,0.18,0.06,75,0.43,0.57,0.9,0.08,*,*,*,0.01,2.3,6.6,0.26,0.34,0.17,0.2,0.52,0.56,0.45,0.4,0.5,0.68,**,0.64,0.16,0.58,0.06,0.14,0.04,0.05,0,0.01,0.03,0.08,0.02,0.08,0.12,0.03,0.09,0.02,0.03,0.02,0.29,9519,4785,1360,173,830,1027,NA,412875,264615,67080,9150,36885,68760,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.61,0.09,NA,NA,NA,0.02,*,0.02,NA,NA,215,0.8,0.04,0.1,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237074,HEARTLAND HOME HEALTHCARE,CARO,48723,258,331,10140,0.07,0.6,0.12,*,508915.4,700830.6,615374.27,0,NA,NA,0,0.3,0.81,75,0.48,0.52,0.96,*,*,*,*,*,2.2,6.2,0.26,0.25,0.14,0.17,0.46,0.46,0.44,0.38,0.41,0.68,**,0.71,0.14,0.63,0.09,0.12,0.07,0.05,0,0,*,0.07,*,0.06,0.07,*,0.11,*,*,*,0.34,1736,479,316,0,81,0,NA,85455,23865,18075,0,3765,0,NA,NA,NA,NA,NA,NA,0.98,0.02,NA,NA,NA,NA,0.73,*,NA,NA,NA,0,0,*,NA,NA,48,0.8,0,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237075,ADVANCED PROFESSIONAL HOME HEALTH CARE,TROY,48084,517,832,34965,0.08,0.42,0.26,0.08,1088781.18,1980448.86,1884817.92,0,NA,NA,*,0.32,0.05,70,0.47,0.53,0.8,0.16,*,*,0,*,2.2,5.4,0.18,0.27,0.12,0.17,0.38,0.47,0.25,0.48,0.4,0.57,**,0.49,0.09,0.52,0.12,0.08,0.09,*,0,0.12,*,0.03,*,0.02,0.06,0.03,0.07,0.05,*,*,0.32,4178,1546,261,68,23,19,NA,241845,71790,13920,4125,1110,930,NA,NA,NA,NA,NA,NA,0.64,0.35,NA,NA,NA,NA,0.45,0.08,NA,NA,NA,0.02,*,0.02,NA,NA,106,0.53,0.01,0.41,0.01,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237081,REVERENCE HOME HEALTH AND HOSPICE,CLINTON TOWNSHIP,48036,3247,4243,139211,0.11,0.45,0.15,0.03,10381029.71,10797857.56,10138664.39,31435.97,NA,NA,*,0.21,0.01,76,0.39,0.61,0.72,0.25,0.01,0.01,*,*,2.5,6.7,0.25,0.3,0.16,0.2,0.56,0.53,0.42,0.35,0.53,0.73,**,0.7,0.12,0.63,0.07,0.17,0.04,0.05,*,0.01,0.04,0.07,0.03,0.08,0.08,0.03,0.09,0.02,0.04,0.03,0.32,27800,18663,6131,757,961,3338,NA,1260930,947895,324495,44175,64890,205755,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.6,0.1,NA,NA,NA,0.02,0,0.01,NA,NA,880,0.58,0.12,0.13,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237085,GENTIVA HEALTH SERVICES,KALAMAZOO,49002,548,767,30768,0.05,0.28,0.26,0.03,2340816.17,2369106.47,2244809.05,178.04,NA,NA,0,0.26,0.44,79,0.34,0.66,0.93,0.05,*,*,*,*,2.1,6.2,0.21,0.46,0.07,0.13,0.51,0.51,0.36,0.47,0.46,0.53,**,0.56,0.16,0.63,0.15,0.16,*,0.05,0,*,0.06,0.05,*,0.06,0.04,0.06,0.16,*,0.05,0.02,0.34,4301,4514,2057,20,119,885,NA,192510,222090,105330,1245,8925,39015,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.62,0.05,NA,NA,NA,*,*,0.02,NA,NA,81,0.64,0.2,0.07,0.01,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237087,HENRY FORD HOME HEALTH CARE,DETROIT,48202,5055,6835,246497,0.09,0.39,0.17,0.03,15717216.94,17846522.26,16666865.46,133286.05,NA,NA,0,0.23,0.01,75,0.39,0.61,0.63,0.33,0.01,0.02,*,*,2.4,6.2,0.22,0.3,0.15,0.16,0.49,0.55,0.35,0.36,0.51,0.66,**,0.64,0.11,0.58,0.08,0.13,0.03,0.04,*,0.01,0.03,0.09,0.03,0.08,0.08,0.03,0.08,0.03,0.04,0.02,0.29,56001,28616,8349,1201,1974,7329,NA,2702910,1194945,370170,63030,111825,411975,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.67,0,NA,NA,NA,0,0,0.02,NA,NA,989,0.62,0.16,0.12,0.01,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237093,MARQUETTE GENERAL HOME HEALTH,MARQUETTE,49855,876,1410,59284,0.05,0.34,0.28,0.07,2779491.06,3001282.73,2645489.18,14666.01,NA,NA,0,0.22,0.98,76,0.45,0.55,0.96,*,*,*,0.02,*,1.9,5.3,0.21,0.17,0.15,0.16,0.38,0.41,0.34,0.37,0.4,0.62,**,0.51,0.12,0.54,0.07,0.08,0.05,0.03,0,*,0.04,0.05,0.02,0.09,0.06,0.03,0.12,0.04,0.04,0.03,0.31,11411,2742,841,131,255,1919,NA,629610,152085,46470,7950,17175,111255,NA,NA,NA,NA,NA,NA,0.98,0.02,NA,NA,NA,NA,0.47,0.04,NA,NA,NA,0.03,*,0.01,NA,NA,176,0.65,0.04,0.26,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237094,ADVISACARE,TROY,48084,43,72,3093,*,*,0.3,*,219114.86,242513.57,224981.53,889.68,NA,NA,0,0.26,0.02,83,0.28,0.72,0.86,*,0,0,0,*,2.1,6.6,0.3,0.49,*,*,0.44,0.6,0.33,0.42,0.28,0.63,**,0.63,0.26,0.74,*,*,*,*,0,0,*,*,*,*,*,*,*,*,*,0,0.28,392,691,104,66,13,173,NA,25020,36645,5250,4125,945,11250,NA,NA,NA,NA,NA,NA,0.91,0.09,NA,NA,NA,NA,0.44,*,NA,NA,NA,0,0,0,NA,NA,11,0.52,0.2,0.16,0.08,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237101,MEMORIAL HEALTHCARE HOME HEALTH AGENCY,OWOSSO,48867,328,442,15273,0.05,0.43,0.16,0.04,1994899.73,1050652.57,932103.93,1175.18,NA,NA,*,0.2,0.77,77,0.39,0.61,0.99,*,*,0,0,*,1.8,5.7,0.23,0.33,0.12,0.18,0.38,0.4,0.34,0.36,0.43,0.65,**,0.55,0.14,0.6,0.07,0.08,*,0.05,0,*,*,0.05,*,0.05,0.05,0.04,0.05,*,*,*,0.45,2393,1865,358,71,162,494,NA,138705,114990,20490,4500,11940,26100,NA,NA,NA,NA,NA,NA,0.98,0.02,NA,NA,NA,NA,0.7,0,NA,NA,NA,0,*,*,NA,NA,73,0.48,0.08,0.19,0,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237104,CARING HOME HEALTH,IRONWOOD,49938,188,304,12374,*,0.29,0.3,0.06,777306.17,818569.83,725834.13,50.67,NA,NA,0,0.29,0.98,78,0.41,0.59,0.98,0,0,*,*,*,2.1,5.3,0.27,0.22,0.08,0.13,0.52,0.46,0.33,0.33,0.38,0.43,**,0.54,0.13,0.51,0.07,0.09,*,*,0,*,*,0.08,*,0.06,0.11,*,0.1,*,*,*,0.25,2106,1205,376,49,0,605,NA,141840,57495,18495,1815,0,35280,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.55,0,NA,NA,NA,0,*,0.04,NA,NA,40,0.62,0.07,0.18,0.01,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237112,BEAUMONT HOME CARE,MADISON HEIGHTS,48071,4868,6358,218649,0.07,0.44,0.16,0.02,15346944.58,17060394.26,16041235.87,51591.1,NA,NA,0,0.14,0.01,79,0.38,0.62,0.83,0.13,0.01,0.01,*,*,2.4,6.4,0.29,0.3,0.18,0.19,0.48,0.51,0.33,0.35,0.45,0.73,**,0.67,0.16,0.6,0.08,0.16,0.03,0.03,*,0,0.04,0.08,0.02,0.09,0.1,0.06,0.1,0.04,0.02,0.02,0.26,49431,30155,11220,1028,2032,6812,NA,2628330,1497300,561285,56220,123870,437580,NA,NA,NA,NA,NA,NA,0.95,0.05,NA,NA,NA,NA,0.46,0.17,NA,NA,NA,0,0.01,0.02,NA,NA,787,0.65,0.12,0.13,0.01,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROVIDER,MI,HH,237122,NORTH OAKLAND HOME HEALTH CARE,CLARKSTON,48348,226,283,9213,0.08,0.48,0.13,*,476752.01,741354.74,700836.08,0,NA,NA,0,0.2,0.01,76,0.46,0.54,0.8,0.14,*,*,0,*,2.2,6.3,0.25,0.33,0.13,0.16,0.48,0.47,0.4,0.42,0.47,0.63,**,0.68,0.13,0.6,0.09,0.15,0.07,0.06,0,*,*,0.08,*,*,0.08,0.1,0.08,0.07,0.07,*,0.18,1210,907,343,101,73,92,NA,76335,50880,20805,6510,5115,6825,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.73,*,NA,NA,NA,0,0,*,NA,NA,38,0.74,0.1,0.06,0,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
