CAEMP25N Total full-time and part-time employment by NAICS industry 1
CAEMP25N Total full-time and part-time employment by NAICS industry 1
Metropolitan Statistical Area
GeoFips,GeoName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
46060,"Tucson, AZ (Metropolitan Statistical Area)",8823,9155,9499,9742,10093,10175,10503,10962,11800,12756,12624,12648,12622,12475,12501,12805,12841,12856
46140,"Tulsa, OK (Metropolitan Statistical Area)",4922,5005,4971,4796,4763,4698,4698,4706,4737,5121,4669,4638,4551,4595,4647,4710,4765,4738
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",1568,1564,1549,1572,1550,1537,1571,1624,1759,2058,1784,1747,1909,1922,1921,1948,2010,2029
46300,"Twin Falls, ID (Metropolitan Statistical Area)",457,416,415,410,433,455,462,471,488,501,463,433,407,403,416,427,424,440
46340,"Tyler, TX (Metropolitan Statistical Area)",993,998,948,917,916,921,921,920,919,910,860,837,726,642,631,647,642,623
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",27407,28634,29170,29041,28847,29296,29151,29492,30598,31825,32048,32074,31107,30381,30391,30494,30683,31077
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",2188,2234,2219,2204,2190,2222,2451,2703,2761,3012,2643,2498,2373,2345,2349,2439,2425,2418
46660,"Valdosta, GA (Metropolitan Statistical Area)",939,1018,1049,831,833,822,809,805,861,1170,1195,1198,1178,1145,1165,1185,1177,1197
46700,"Vallejo, CA (Metropolitan Statistical Area)",4196,4399,4235,3959,3996,3990,3952,3872,3918,4685,4067,3939,3799,3725,3763,3754,3715,3595
47020,"Victoria, TX (Metropolitan Statistical Area)",240,252,252,258,261,248,252,250,285,435,239,222,214,211,209,211,208,198
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",759,762,733,706,690,650,647,640,644,713,631,602,639,646,632,642,621,601
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *",43818,46312,46111,46691,46277,46432,46623,47425,48547,50346,51433,51703,50867,53120,56573,57601,57640,58233
47300,"Visalia, CA (Metropolitan Statistical Area)",1387,1401,1357,1325,1261,1208,1221,1272,1308,1498,1249,1216,1124,1051,1055,1059,1062,1064
47380,"Waco, TX (Metropolitan Statistical Area)",3359,3393,3386,3351,3347,3276,3411,3171,3322,3750,3473,3350,3208,3035,3052,3068,3137,3168
47460,"Walla Walla, WA (Metropolitan Statistical Area)",879,927,957,953,898,902,1009,1107,1233,1262,1262,1238,1188,1211,1262,1345,1392,1375
47580,"Warner Robins, GA (Metropolitan Statistical Area)",12499,13190,12858,12800,13001,13682,14108,14444,14789,16207,16987,16463,15677,15224,14878,14883,14978,15453
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *",337230,354314,355583,357979,357964,358335,358868,364076,377013,395669,397905,393992,389461,383637,380414,383817,383641,379729
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",669,682,672,649,651,646,657,665,659,713,628,621,611,624,628,636,627,617
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",2632,2641,2718,2653,2924,2946,3028,3222,3448,3762,3658,3476,3279,3183,3166,3105,3069,3216
48140,"Wausau-Weston, WI (Metropolitan Statistical Area)",626,633,664,643,631,609,620,639,629,621,565,556,529,513,490,468,468,454
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",365,374,365,352,346,347,341,332,338,392,289,284,256,250,253,261,261,252
48300,"Wenatchee, WA (Metropolitan Statistical Area)",915,955,961,949,955,896,865,867,899,950,897,870,851,830,857,871,860,847
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",735,749,761,734,734,707,703,704,712,745,661,646,612,595,603,612,604,595
48620,"Wichita, KS (Metropolitan Statistical Area)",5064,5212,5240,5004,5291,5726,5399,5658,5919,6362,5941,5565,5266,4888,4844,4865,4935,5034
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",2602,2698,2680,2618,2546,2544,2427,2396,2349,2304,2219,2059,1996,1907,1943,1924,1892,1887
48700,"Williamsport, PA (Metropolitan Statistical Area)",649,652,617,579,529,477,479,472,477,544,435,401,365,359,355,363,367,370
48900,"Wilmington, NC (Metropolitan Statistical Area)",937,1012,1020,990,977,965,977,1011,1048,1216,1007,984,986,975,1028,1047,1098,1121
49020,"Winchester, VA-WV (Metropolitan Statistical Area) *",469,484,485,537,686,768,901,1083,1357,1623,1717,1748,1882,2085,1990,2038,2182,2309
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",1574,1591,1529,1512,1559,1580,1602,1708,1825,2208,1953,1932,1948,1982,2047,2056,2012,2018
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",3512,3550,3453,3430,3396,3329,3413,3343,3200,3154,3348,3296,3350,3238,3272,3280,3353,3287
49420,"Yakima, WA (Metropolitan Statistical Area)",1376,1388,1390,1306,1326,1341,1306,1289,1291,1383,1315,1262,1230,1226,1244,1256,1249,1243
49620,"York-Hanover, PA (Metropolitan Statistical Area)",3125,3263,3454,3999,4264,4390,4388,4451,4680,4791,4582,4356,4225,3988,4134,4202,4273,4335
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",2249,2280,2196,2074,2113,2121,2084,2080,2063,2290,2085,2041,1973,1929,1941,1964,1992,1966
49700,"Yuba City, CA (Metropolitan Statistical Area)",1465,1500,1472,1549,1585,1546,1522,1457,1478,1611,1567,1502,1477,1440,1572,1622,1635,1608
49740,"Yuma, AZ (Metropolitan Statistical Area)",2539,2731,2779,2902,3042,3210,3402,3505,3705,3912,3796,3797,3706,3600,3463,3427,3502,3577

Legend/Footnotes
1. The estimates of employment for 2001-2006 are based on the 2002 North American Industry Classification System (NAICS). The estimates for 2007-2010 are based on the 2007 NAICS. The estimates for 2011-2016 are based on the 2012 NAICS. The estimates for 2017 forward are based on the 2017 NAICS.
"* Broomfield County, CO, was created from parts of Adams, Boulder, Jefferson, and Weld counties effective November 15, 2001. Estimates for Broomfield county begin with 2002."
"* Virginia combination areas consist of one or two independent cities with 1980 populations of less than 100,000 combined with an adjacent county. The county name appears first, followed by the city name(s). Separate estimates for the jurisdictions making up the combination area are not available. Bedford County, VA includes the independent city of Bedford for all years."
"  Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget (OMB) bulletin no. 20-01 issued March 6, 2020."
"  Last updated: November 16, 2023-- new statistics for 2022; revised statistics for 2002-2021."
